time(UTC),error,lowalarm,highalarm,Accumulated Real Energy Net (kWh),"Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)",Reactive Energy Quadrant 1 (VARh),Reactive Energy Quadrant 2 (VARh),Reactive Energy Quadrant 3 (VARh),Reactive Energy Quadrant 4 (VARh),Apparent Energy Net (VAh),Apparent Energy Quadrants 1 & 4 (VAh),Apparent Energy Quadrants 2 & 3 (VAh),Total Net Instantaneous Real Power (kW),Total Net Instantaneous Reactive Power (kVAR),Total Net Instantaneous Apparent Power (kVA),Total Power Factor,"Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)",Frequency (Hz),Total Real Power Present Demand (kW),Total Reactive Power Present Demand (kVAR),Total Apparent Power Present Demand (kVA),"Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
10/6/2023 4:30,0,0,0,351525.22,351552.41,27.18,18992.25,2516.95,0.44,12383.45,369233.19,369664.06,430.86,0.02,0.23,0.23,0.07,343.71,184.43,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.22,58611.09,4.66,4.35,18.17,7386.31,8854.44,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151513.91,155660.45,60485.52,241.54,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.15,0,0.05,0.08,1,477.96,276.77,276.4,276.36,276.78,0.15,0.34,0.55,0
10/6/2023 4:45,0,0,0,351525.22,351552.41,27.18,18992.3,2516.95,0.44,12383.45,369233.25,369664.13,430.86,0.01,0.23,0.23,0.06,344.58,184.91,0.29,59.91,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.22,58611.09,4.66,4.35,18.17,7386.33,8854.48,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151513.92,155660.48,60485.52,241.54,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,479.14,277.36,277.24,277.2,277.37,0.15,0.34,0.54,0
10/6/2023 5:00,0,0,0,351525.22,351552.41,27.18,18992.36,2516.95,0.44,12383.45,369233.31,369664.19,430.86,0.01,0.23,0.23,0.06,344.44,184.84,0.29,59.99,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.22,58611.09,4.66,4.35,18.17,7386.35,8854.51,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151513.95,155660.52,60485.52,241.54,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,478.9,277.34,277.07,277.02,277.35,0.15,0.34,0.54,0
10/6/2023 5:15,0,0,0,351525.22,351552.41,27.18,18992.42,2516.95,0.44,12383.45,369233.38,369664.25,430.86,0.02,0.22,0.23,0.07,343.28,184.2,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.22,58611.09,4.66,4.35,18.17,7386.38,8854.55,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151513.97,155660.55,60485.52,241.54,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,477.35,276.32,276.17,276.12,276.33,0.15,0.33,0.53,0
10/6/2023 5:30,0,0,0,351525.22,351552.41,27.18,18992.48,2516.96,0.44,12383.45,369233.44,369664.31,430.86,0.01,0.23,0.23,0.05,343.52,184.36,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.23,58611.09,4.66,4.35,18.17,7386.4,8854.58,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151513.98,155660.59,60485.52,241.54,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,477.58,276.56,276.42,276.37,276.57,0.15,0.35,0.54,0
10/6/2023 5:45,0,0,0,351525.22,351552.41,27.18,18992.54,2516.96,0.44,12383.45,369233.47,369664.34,430.86,0.02,0.22,0.22,0.09,343.47,184.29,0.28,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.08,148021.23,58611.09,4.66,4.35,18.17,7386.42,8854.62,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.02,155660.63,60485.52,241.54,83.97,2197.47,0,0.01,0,0.08,0.14,0,0.08,0.14,0,0.06,0.1,1,477.63,276.54,276.23,276.18,276.54,0.15,0.32,0.53,0
10/6/2023 6:00,0,0,0,351525.22,351552.41,27.18,18992.59,2516.96,0.44,12383.45,369233.53,369664.41,430.86,0.01,0.23,0.23,0.06,343.96,184.55,0.29,59.99,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.23,58611.09,4.66,4.35,18.17,7386.44,8854.65,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.05,155660.66,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,478.35,276.9,276.64,276.59,276.9,0.15,0.34,0.53,0
10/6/2023 6:15,0,0,0,351525.22,351552.41,27.18,18992.65,2516.96,0.44,12383.45,369233.59,369664.47,430.86,0.01,0.23,0.23,0.05,343.56,184.35,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.23,58611.09,4.66,4.35,18.17,7386.46,8854.69,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.08,155660.7,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,477.74,276.49,276.46,276.4,276.5,0.15,0.34,0.53,0
10/6/2023 6:30,0,0,0,351525.25,351552.44,27.18,18992.71,2516.96,0.44,12383.45,369233.66,369664.53,430.86,0.01,0.23,0.23,0.06,344.18,184.7,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.23,58611.09,4.66,4.35,18.17,7386.49,8854.73,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.09,155660.73,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,478.54,277.03,276.97,276.92,277.03,0.15,0.34,0.53,0
10/6/2023 6:45,0,0,0,351525.25,351552.44,27.18,18992.77,2516.96,0.44,12383.45,369233.72,369664.59,430.86,0.01,0.23,0.23,0.06,344.49,184.87,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.23,58611.09,4.66,4.35,18.17,7386.51,8854.76,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.11,155660.78,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,478.98,277.33,277.16,277.11,277.33,0.15,0.34,0.53,0
10/6/2023 7:00,0,0,0,351525.25,351552.44,27.18,18992.82,2516.96,0.44,12383.45,369233.75,369664.63,430.86,0.02,0.22,0.22,0.08,344.51,184.88,0.28,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.53,8854.8,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.14,155660.81,60485.52,241.55,83.97,2197.47,0.01,0.01,0,0.08,0.14,0,0.09,0.13,0,0.05,0.1,1,478.99,277.31,277.22,277.16,277.33,0.15,0.33,0.52,0
10/6/2023 7:15,0,0,0,351525.25,351552.44,27.18,18992.88,2516.96,0.44,12383.45,369233.81,369664.69,430.86,0.01,0.23,0.23,0.06,344.46,184.85,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.55,8854.83,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.16,155660.84,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,478.97,277.26,277.15,277.11,277.27,0.15,0.34,0.54,0
10/6/2023 7:30,0,0,0,351525.25,351552.44,27.18,18992.94,2516.96,0.44,12383.45,369233.88,369664.75,430.86,0.01,0.24,0.24,0.05,345,185.12,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.57,8854.87,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.19,155660.88,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.02,0.07,1,479.75,277.65,277.59,277.54,277.66,0.15,0.35,0.54,0
10/6/2023 7:45,0,0,0,351525.25,351552.44,27.18,18992.99,2516.96,0.44,12383.45,369233.94,369664.81,430.86,0.01,0.24,0.24,0.05,345.05,185.14,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.6,8854.9,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.2,155660.92,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.02,0.07,1,479.85,277.69,277.6,277.56,277.7,0.15,0.35,0.55,0
10/6/2023 8:00,0,0,0,351525.25,351552.44,27.18,18993.05,2516.96,0.44,12383.45,369234,369664.88,430.86,0.01,0.23,0.23,0.04,344.57,184.92,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.62,8854.94,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.22,155660.95,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.06,1,479.05,277.49,277.17,277.12,277.49,0.15,0.34,0.52,0
10/6/2023 8:15,0,0,0,351525.25,351552.44,27.18,18993.11,2516.96,0.44,12383.45,369234.03,369664.91,430.86,0.01,0.22,0.22,0.05,344.27,184.76,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.25,58611.09,4.66,4.35,18.17,7386.64,8854.97,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.25,155660.98,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0,0.05,1,478.64,277.11,277.06,277.01,277.12,0.15,0.33,0.52,0.01
10/6/2023 8:30,0,0,0,351525.25,351552.44,27.18,18993.17,2516.96,0.44,12383.45,369234.09,369664.97,430.86,0.01,0.23,0.23,0.04,344.05,184.62,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.66,8855.01,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.27,155661.02,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.06,1,478.39,276.92,276.84,276.78,276.93,0.15,0.34,0.54,0
10/6/2023 8:45,0,0,0,351525.28,351552.47,27.18,18993.22,2516.96,0.44,12383.45,369234.16,369665.03,430.86,0.01,0.23,0.23,0.06,344.45,184.83,0.29,60.07,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.69,8855.04,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.28,155661.05,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,478.95,277.29,277.09,277.05,277.29,0.15,0.33,0.53,0
10/6/2023 9:00,0,0,0,351525.28,351552.47,27.18,18993.28,2516.96,0.44,12383.45,369234.22,369665.09,430.86,0.02,0.22,0.22,0.08,344.03,184.6,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.71,8855.08,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.31,155661.09,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.06,0.09,1,478.41,276.91,276.78,276.72,276.92,0.15,0.33,0.53,0
10/6/2023 9:15,0,0,0,351525.28,351552.47,27.18,18993.34,2516.96,0.44,12383.45,369234.28,369665.16,430.86,0.01,0.24,0.24,0.05,344.51,184.89,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.73,8855.11,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.33,155661.13,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.02,0.07,1,478.99,277.31,277.1,277.06,277.32,0.15,0.35,0.55,0
10/6/2023 9:30,0,0,0,351525.28,351552.47,27.18,18993.4,2516.96,0.44,12383.45,369234.31,369665.19,430.86,0.02,0.23,0.23,0.08,343.99,184.58,0.29,59.95,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.75,8855.15,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.36,155661.16,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.06,0.09,1,478.34,276.89,276.74,276.68,276.9,0.15,0.33,0.54,0
10/6/2023 9:45,0,0,0,351525.28,351552.47,27.18,18993.45,2516.96,0.44,12383.45,369234.38,369665.25,430.86,0.01,0.23,0.23,0.05,344.38,184.8,0.29,59.91,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.27,58611.09,4.66,4.35,18.17,7386.77,8855.18,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.38,155661.19,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,478.86,277.23,277.06,277.01,277.24,0.15,0.34,0.54,0
10/6/2023 10:00,0,0,0,351525.28,351552.47,27.18,18993.51,2516.96,0.44,12383.45,369234.47,369665.34,430.86,0.01,0.24,0.24,0.04,344.33,184.75,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.8,8855.22,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.39,155661.22,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0,0.06,1,478.82,277.06,277.09,277.04,277.06,0.15,0.36,0.55,0
10/6/2023 10:15,0,0,0,351525.28,351552.47,27.18,18993.57,2516.96,0.44,12383.45,369234.53,369665.41,430.86,0.02,0.22,0.23,0.08,343.29,184.18,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.82,8855.25,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.42,155661.27,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.05,0.1,1,477.55,276.43,276.26,276.22,276.43,0.15,0.33,0.53,0
10/6/2023 10:30,0,0,0,351525.28,351552.47,27.18,18993.63,2516.96,0.44,12383.45,369234.59,369665.47,430.86,0.01,0.23,0.23,0.05,343.27,184.19,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.84,8855.29,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.44,155661.3,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,477.34,276.35,276.11,276.06,276.35,0.15,0.34,0.54,0.01
10/6/2023 10:45,0,0,0,351525.28,351552.47,27.18,18993.68,2516.96,0.44,12383.45,369234.63,369665.5,430.86,0.01,0.22,0.22,0.06,342.68,183.9,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.86,8855.32,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.47,155661.33,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.13,0,0.09,0.13,0,0.03,0.08,1,476.44,275.91,275.7,275.64,275.92,0.15,0.33,0.52,0.01
10/6/2023 11:00,0,0,0,351525.28,351552.47,27.18,18993.74,2516.96,0.44,12383.45,369234.69,369665.56,430.86,0.01,0.23,0.23,0.06,343.19,184.14,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.88,8855.36,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.48,155661.38,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,477.26,276.24,276.09,276.02,276.25,0.15,0.34,0.54,0
10/6/2023 11:15,0,0,0,351525.31,351552.5,27.18,18993.8,2516.96,0.44,12383.45,369234.75,369665.63,430.86,0.01,0.23,0.23,0.06,341.98,183.52,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.09,148021.28,58611.09,4.66,4.35,18.17,7386.91,8855.39,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.5,155661.41,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,475.44,275.2,275.08,275.04,275.22,0.15,0.33,0.53,0
10/6/2023 11:30,0,0,0,351525.31,351552.5,27.18,18993.85,2516.96,0.44,12383.45,369234.81,369665.69,430.86,0.01,0.23,0.23,0.06,343.08,184.1,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7386.93,8855.43,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.53,155661.45,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,477.02,276.3,275.91,275.86,276.3,0.15,0.34,0.54,0
10/6/2023 11:45,0,0,0,351525.31,351552.5,27.18,18993.91,2516.96,0.44,12383.45,369234.88,369665.75,430.86,0.01,0.23,0.23,0.06,344.55,184.87,0.29,59.99,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7386.95,8855.46,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.55,155661.48,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,479.15,277.27,277.23,277.17,277.28,0.15,0.34,0.54,0
10/6/2023 12:00,0,0,0,351525.31,351552.5,27.18,18993.97,2516.96,0.44,12383.45,369234.91,369665.78,430.86,0.01,0.24,0.24,0.04,344.86,185.06,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7386.97,8855.5,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.56,155661.52,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.06,1,479.5,277.58,277.49,277.43,277.59,0.15,0.35,0.54,0.01
10/6/2023 12:15,0,0,0,351525.31,351552.5,27.18,18994.03,2516.96,0.44,12383.45,369234.97,369665.84,430.86,0.01,0.23,0.23,0.06,344.84,185.09,0.29,59.94,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7387,8855.54,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.59,155661.55,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,479.37,277.58,277.58,277.52,277.59,0.15,0.34,0.54,0
10/6/2023 12:30,0,0,0,351525.31,351552.5,27.18,18994.08,2516.96,0.44,12383.45,369235.03,369665.91,430.86,0.01,0.23,0.23,0.06,345.1,185.19,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7387.02,8855.57,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.61,155661.58,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,479.84,277.65,277.8,277.74,277.67,0.15,0.34,0.54,0
10/6/2023 12:45,0,0,0,351525.31,351552.5,27.18,18994.14,2516.96,0.44,12383.45,369235.09,369665.97,430.86,0.01,0.23,0.23,0.06,344.84,185.04,0.29,59.97,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.3,58611.09,4.66,4.35,18.17,7387.04,8855.61,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.64,155661.63,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,479.49,277.48,277.54,277.5,277.47,0.15,0.34,0.54,0
10/6/2023 13:00,0,0,0,351525.31,351552.5,27.18,18994.2,2516.96,0.44,12383.45,369235.16,369666.03,430.86,0.01,0.24,0.24,0.05,344.83,185.01,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.31,58611.09,4.66,4.35,18.17,7387.06,8855.64,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.66,155661.66,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.04,0.07,1,479.55,277.61,277.32,277.27,277.62,0.15,0.34,0.55,0.01
10/6/2023 13:15,0,0,0,351525.31,351552.5,27.18,18994.26,2516.96,0.44,12383.45,369235.19,369666.06,430.86,0.01,0.23,0.23,0.06,344.58,184.88,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.31,58611.09,4.66,4.35,18.17,7387.08,8855.68,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.67,155661.69,60485.52,241.55,83.97,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,479.2,277.21,277.33,277.28,277.22,0.15,0.34,0.54,0
10/6/2023 13:30,0,0,0,351525.34,351552.53,27.18,18994.31,2516.96,0.44,12383.45,369235.25,369666.13,430.86,0.17,0.15,0.23,0.76,344.34,184.78,0.88,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.11,148021.31,58611.09,4.66,4.35,18.17,7387.1,8855.71,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.86,5463.07,872.52,151514.72,155661.72,60485.52,241.55,83.97,2197.47,0.17,0.01,0,0,0.14,0,0.17,0.14,0,1,0.06,1,478.81,277.15,277.07,277.03,277.16,0.15,2.05,0.56,0.02
10/6/2023 13:45,0,0,0,351525.44,351552.63,27.18,18994.33,2516.96,0.44,12383.46,369235.38,369666.25,430.86,0.99,-0.11,1,0.99,348.57,187.05,2.08,60.09,0.18,0.16,0.25,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.19,148021.34,58611.09,4.66,4.35,18.17,7387.1,8855.74,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.87,5463.08,872.52,151514.8,155661.78,60485.52,241.55,83.97,2197.47,0.49,0.5,0,-0.03,-0.09,0,0.49,0.51,0,1,0.99,1,484.69,280.56,280.47,280.41,280.58,0.15,3.01,3.17,0.05
10/6/2023 14:00,0,0,0,351525.78,351552.97,27.18,18994.33,2516.96,0.44,12383.5,369235.69,369666.56,430.86,1.87,-0.19,1.88,1,348.02,186.79,2.88,60.12,0.97,-0.09,0.98,28.67,0.52,28.67,-15.96,-1.61,15.96,144920.36,148021.52,58611.09,4.66,4.35,18.17,7387.1,8855.74,2751.5,239.57,81.59,2195.79,0.02,0.41,0.01,6047.88,5463.11,872.52,151514.97,155661.94,60485.52,241.55,83.97,2197.47,0.91,0.96,0,-0.05,-0.13,0,0.91,0.97,0,1,0.99,1,483.8,280.2,280.07,280.01,280.2,0.15,4.18,4.4,0.06
